GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMPWE001,AMPWE002,AMPWE003,AMPWE004,AMPWE005,AMPWE006,AMPWE007,AMPWE008,AMPWE009,AMPWE010,AMR8E001,AMVZE001,NAME_M,AMPWM001,AMPWM002,AMPWM003,AMPWM004,AMPWM005,AMPWM006,AMPWM007,AMPWM008,AMPWM009,AMPWM010,AMR8M001,AMVZM001
"G4200030140300","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"140300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003140300",,,"Census Tract 1403, Allegheny County, Pennsylvania",3366,2655,83,0,345,0,0,283,6,277,127788,1682,"Census Tract 1403, Allegheny County, Pennsylvania",364,318,56,11,166,11,11,163,10,163,18811,100
"G4200030140400","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"140400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003140400",,,"Census Tract 1404, Allegheny County, Pennsylvania",2358,2046,41,5,148,0,24,94,0,94,161090,1285,"Census Tract 1404, Allegheny County, Pennsylvania",337,347,42,7,79,11,31,52,11,52,20012,308
"G4200030140500","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"140500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003140500",,,"Census Tract 1405, Allegheny County, Pennsylvania",1958,1106,592,71,59,0,26,104,5,99,78122,1340,"Census Tract 1405, Allegheny County, Pennsylvania",419,436,215,96,52,11,40,57,10,57,4851,142
"G4200030140800","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"140800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003140800",,,"Census Tract 1408, Allegheny County, Pennsylvania",4374,3558,106,0,564,0,25,121,23,98,73026,1160,"Census Tract 1408, Allegheny County, Pennsylvania",542,495,82,11,244,11,25,85,26,79,19277,165
"G4200030141100","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"141100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003141100",,,"Census Tract 1411, Allegheny County, Pennsylvania",1292,1158,103,1,17,0,0,13,0,13,82609,1037,"Census Tract 1411, Allegheny County, Pennsylvania",152,147,99,3,16,11,11,18,11,18,19174,443
"G4200030141200","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"141200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003141200",,,"Census Tract 1412, Allegheny County, Pennsylvania",3932,3453,318,0,68,0,35,58,5,53,100372,1057,"Census Tract 1412, Allegheny County, Pennsylvania",359,277,280,11,48,11,37,51,9,48,11418,137
"G4200030141300","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"141300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003141300",,,"Census Tract 1413, Allegheny County, Pennsylvania",4816,3298,83,0,1281,0,0,154,44,110,44934,1116,"Census Tract 1413, Allegheny County, Pennsylvania",613,490,70,11,398,11,11,84,51,72,12784,58
"G4200030141400","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"141400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003141400",,,"Census Tract 1414, Allegheny County, Pennsylvania",5160,3931,301,12,554,0,13,349,202,147,83649,1040,"Census Tract 1414, Allegheny County, Pennsylvania",720,607,321,19,279,15,20,252,233,125,16451,152
"G4200030151600","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"151600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003151600",,,"Census Tract 1516, Allegheny County, Pennsylvania",2541,2232,12,0,138,0,0,159,27,132,47274,1073,"Census Tract 1516, Allegheny County, Pennsylvania",280,259,19,11,150,11,11,122,47,111,25007,187
"G4200030151700","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"151700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003151700",,,"Census Tract 1517, Allegheny County, Pennsylvania",5567,4643,506,0,136,0,15,267,31,236,57054,1009,"Census Tract 1517, Allegheny County, Pennsylvania",728,727,361,15,75,15,24,189,48,184,15130,112
"G4200030160800","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"160800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003160800",,,"Census Tract 1608, Allegheny County, Pennsylvania",2575,2109,406,0,38,0,0,22,0,22,45945,929,"Census Tract 1608, Allegheny County, Pennsylvania",652,627,232,11,37,11,11,23,11,23,14108,108
"G4200030160900","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"160900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003160900",,,"Census Tract 1609, Allegheny County, Pennsylvania",3238,2896,126,0,78,0,9,129,13,116,55625,1459,"Census Tract 1609, Allegheny County, Pennsylvania",548,574,96,11,75,11,17,93,20,92,39246,135
"G4200030161000","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"161000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003161000",,,"Census Tract 1610, Allegheny County, Pennsylvania",2929,1654,1080,0,0,0,37,158,0,158,33083,598,"Census Tract 1610, Allegheny County, Pennsylvania",496,192,483,11,11,11,54,104,11,104,12578,409
"G4200030170200","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"170200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003170200",,,"Census Tract 1702, Allegheny County, Pennsylvania",4330,3495,546,0,154,0,19,116,0,116,45093,1197,"Census Tract 1702, Allegheny County, Pennsylvania",699,479,442,11,110,11,31,135,11,135,14353,109
"G4200030170600","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"170600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003170600",,,"Census Tract 1706, Allegheny County, Pennsylvania",1602,1251,276,0,47,0,1,27,8,19,49931,1211,"Census Tract 1706, Allegheny County, Pennsylvania",316,266,191,11,43,11,3,32,12,29,9086,172
"G4200030180300","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"180300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003180300",,,"Census Tract 1803, Allegheny County, Pennsylvania",2131,1294,733,7,29,0,0,68,0,68,36675,718,"Census Tract 1803, Allegheny County, Pennsylvania",409,244,375,17,40,11,11,79,11,79,3321,84
"G4200030180700","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"180700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003180700",,,"Census Tract 1807, Allegheny County, Pennsylvania",1889,1232,529,0,9,0,77,42,0,42,53417,958,"Census Tract 1807, Allegheny County, Pennsylvania",326,206,272,11,9,11,70,31,11,31,8528,67
"G4200030190300","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"190300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003190300",,,"Census Tract 1903, Allegheny County, Pennsylvania",1894,1804,12,10,11,0,0,57,57,0,54623,965,"Census Tract 1903, Allegheny County, Pennsylvania",325,312,19,24,18,11,11,69,69,11,28471,103
"G4200030191100","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"191100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003191100",,,"Census Tract 1911, Allegheny County, Pennsylvania",2369,2236,18,0,75,0,0,40,0,40,65298,978,"Census Tract 1911, Allegheny County, Pennsylvania",348,347,30,11,59,11,11,43,11,43,15450,217
"G4200030191400","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"191400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003191400",,,"Census Tract 1914, Allegheny County, Pennsylvania",2553,2207,261,0,20,0,0,65,0,65,62594,1174,"Census Tract 1914, Allegheny County, Pennsylvania",417,452,163,11,25,11,11,43,11,43,6593,276
"G4200030191500","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"191500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003191500",,,"Census Tract 1915, Allegheny County, Pennsylvania",2044,1815,166,0,41,0,0,22,0,22,57500,960,"Census Tract 1915, Allegheny County, Pennsylvania",475,366,188,11,40,11,11,13,11,13,11876,143
"G4200030191600","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"191600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003191600",,,"Census Tract 1916, Allegheny County, Pennsylvania",4140,2854,728,0,182,0,124,252,0,252,55350,954,"Census Tract 1916, Allegheny County, Pennsylvania",565,531,360,11,146,11,198,288,11,288,10791,74
"G4200030191700","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"191700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003191700",,,"Census Tract 1917, Allegheny County, Pennsylvania",3651,3240,197,0,22,0,29,163,98,65,71719,856,"Census Tract 1917, Allegheny County, Pennsylvania",829,788,118,11,24,11,43,146,127,47,14616,100
"G4200030191800","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"191800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003191800",,,"Census Tract 1918, Allegheny County, Pennsylvania",5032,4411,357,44,134,54,0,32,14,18,61701,844,"Census Tract 1918, Allegheny County, Pennsylvania",589,648,243,55,117,68,15,38,21,31,10256,227
"G4200030191900","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"191900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003191900",,,"Census Tract 1919, Allegheny County, Pennsylvania",2069,1910,52,22,42,0,24,19,1,18,49856,969,"Census Tract 1919, Allegheny County, Pennsylvania",318,313,54,29,49,11,33,31,13,27,17569,109
"G4200030192000","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"192000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003192000",,,"Census Tract 1920, Allegheny County, Pennsylvania",3738,2948,656,8,17,0,0,109,0,109,58977,1002,"Census Tract 1920, Allegheny County, Pennsylvania",620,436,422,13,26,11,11,90,11,90,15097,202
"G4200030202200","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"202200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003202200",,,"Census Tract 2022, Allegheny County, Pennsylvania",2699,1732,598,3,195,0,0,171,0,171,45348,739,"Census Tract 2022, Allegheny County, Pennsylvania",519,451,326,5,81,11,11,143,11,143,5295,159
"G4200030202300","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"202300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003202300",,,"Census Tract 2023, Allegheny County, Pennsylvania",3960,2878,565,0,386,0,5,126,28,98,67727,974,"Census Tract 2023, Allegheny County, Pennsylvania",886,416,770,11,254,11,10,74,45,85,13271,61
"G4200030241300","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"241300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003241300",,,"Census Tract 2413, Allegheny County, Pennsylvania",3218,2672,391,12,47,0,0,96,15,81,54957,1136,"Census Tract 2413, Allegheny County, Pennsylvania",518,303,324,13,37,11,11,82,24,76,13549,180
"G4200030250900","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"250900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003250900",,,"Census Tract 2509, Allegheny County, Pennsylvania",1061,456,568,4,5,0,14,14,0,14,27621,561,"Census Tract 2509, Allegheny County, Pennsylvania",248,80,249,6,8,11,24,19,11,19,6172,146
"G4200030260200","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"260200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003260200",,,"Census Tract 2602, Allegheny County, Pennsylvania",2157,1299,737,0,0,0,7,114,24,90,51875,900,"Census Tract 2602, Allegheny County, Pennsylvania",304,193,231,11,11,11,11,69,29,64,9388,150
"G4200030260700","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"260700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003260700",,,"Census Tract 2607, Allegheny County, Pennsylvania",1763,1166,511,0,0,0,14,72,0,72,75467,1021,"Census Tract 2607, Allegheny County, Pennsylvania",416,414,157,11,11,11,23,77,11,77,3575,137
"G4200030261300","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"261300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003261300",,,"Census Tract 2613, Allegheny County, Pennsylvania",2668,885,1702,0,0,0,0,81,4,77,34167,591,"Census Tract 2613, Allegheny County, Pennsylvania",625,159,620,11,11,11,11,80,7,80,18763,67
"G4200030261400","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"261400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003261400",,,"Census Tract 2614, Allegheny County, Pennsylvania",2337,960,1292,0,37,0,8,40,0,40,38549,796,"Census Tract 2614, Allegheny County, Pennsylvania",427,314,264,11,43,11,14,33,11,33,7264,280
"G4200030261500","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"261500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003261500",,,"Census Tract 2615, Allegheny County, Pennsylvania",1861,558,1223,0,1,0,46,33,0,33,38611,1040,"Census Tract 2615, Allegheny County, Pennsylvania",491,104,496,11,2,11,49,27,11,27,15053,180
"G4200030262000","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"262000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003262000",,,"Census Tract 2620, Allegheny County, Pennsylvania",2505,1658,457,0,0,0,40,350,42,308,42577,520,"Census Tract 2620, Allegheny County, Pennsylvania",436,311,266,11,11,11,53,262,65,255,14530,70
"G4200030270100","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"270100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003270100",,,"Census Tract 2701, Allegheny County, Pennsylvania",2667,2062,538,0,17,0,0,50,0,50,62528,1110,"Census Tract 2701, Allegheny County, Pennsylvania",441,423,178,11,23,11,11,46,11,46,17580,192
"G4200030270300","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"270300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003270300",,,"Census Tract 2703, Allegheny County, Pennsylvania",2071,1129,780,0,0,0,0,162,9,153,54410,757,"Census Tract 2703, Allegheny County, Pennsylvania",429,204,445,11,11,11,11,88,12,87,11773,226
"G4200030270800","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"270800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003270800",,,"Census Tract 2708, Allegheny County, Pennsylvania",2408,1895,380,0,63,0,14,56,0,56,76619,790,"Census Tract 2708, Allegheny County, Pennsylvania",430,379,158,11,64,11,22,52,11,52,16666,72
"G4200030271600","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"271600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003271600",,,"Census Tract 2716, Allegheny County, Pennsylvania",4252,1651,2094,0,118,0,259,130,0,130,32873,849,"Census Tract 2716, Allegheny County, Pennsylvania",782,337,593,11,156,11,208,155,11,155,12721,53
"G4200030281400","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"281400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003281400",,,"Census Tract 2814, Allegheny County, Pennsylvania",2406,1424,674,0,108,0,0,200,13,187,31806,803,"Census Tract 2814, Allegheny County, Pennsylvania",369,324,248,11,95,11,11,101,20,102,16405,279
"G4200030281500","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"281500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003281500",,,"Census Tract 2815, Allegheny County, Pennsylvania",1412,1010,340,0,24,0,13,25,0,25,54938,747,"Census Tract 2815, Allegheny County, Pennsylvania",419,148,368,11,30,11,15,24,11,24,8096,128
"G4200030290100","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"290100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003290100",,,"Census Tract 2901, Allegheny County, Pennsylvania",2073,1745,279,0,39,0,0,10,10,0,37773,958,"Census Tract 2901, Allegheny County, Pennsylvania",416,427,165,11,55,11,11,15,15,11,10491,109
"G4200030290200","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"290200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003290200",,,"Census Tract 2902, Allegheny County, Pennsylvania",4478,3093,431,0,784,0,131,39,10,29,41106,764,"Census Tract 2902, Allegheny County, Pennsylvania",680,575,242,11,510,11,196,43,17,36,16493,52
"G4200030290400","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"290400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003290400",,,"Census Tract 2904, Allegheny County, Pennsylvania",4173,3267,620,0,0,96,0,190,92,98,42349,845,"Census Tract 2904, Allegheny County, Pennsylvania",509,346,207,11,11,146,11,157,112,85,8962,96
"G4200030300100","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"300100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003300100",,,"Census Tract 3001, Allegheny County, Pennsylvania",3771,1579,1544,7,197,0,229,215,0,215,41983,919,"Census Tract 3001, Allegheny County, Pennsylvania",650,472,469,14,219,11,315,136,11,136,3557,55
"G4200030310200","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"310200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003310200",,,"Census Tract 3102, Allegheny County, Pennsylvania",3145,3057,88,0,0,0,0,0,0,0,65986,850,"Census Tract 3102, Allegheny County, Pennsylvania",430,448,122,11,11,11,11,11,11,11,5652,246
"G4200030320400","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"320400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003320400",,,"Census Tract 3204, Allegheny County, Pennsylvania",1814,1670,68,6,40,0,0,30,0,30,48561,918,"Census Tract 3204, Allegheny County, Pennsylvania",224,230,75,10,70,11,11,41,11,41,7564,85
"G4200030320600","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"320600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003320600",,,"Census Tract 3206, Allegheny County, Pennsylvania",2317,2136,111,0,11,0,7,52,24,28,77361,887,"Census Tract 3206, Allegheny County, Pennsylvania",358,324,78,11,13,11,10,45,35,23,16866,226
"G4200030320700","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"320700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003320700",,,"Census Tract 3207, Allegheny County, Pennsylvania",1710,1616,32,0,4,6,0,52,4,48,71087,1023,"Census Tract 3207, Allegheny County, Pennsylvania",283,284,33,11,8,9,11,40,6,39,13899,218
"G4200030401100","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"401100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003401100",,,"Census Tract 4011, Allegheny County, Pennsylvania",4664,4453,58,0,98,0,0,55,0,55,64267,691,"Census Tract 4011, Allegheny County, Pennsylvania",376,401,75,11,107,11,11,89,11,89,14271,76
"G4200030401200","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"401200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003401200",,,"Census Tract 4012, Allegheny County, Pennsylvania",2826,2202,243,0,33,0,20,328,0,328,45795,538,"Census Tract 4012, Allegheny County, Pennsylvania",325,304,195,11,40,11,33,202,11,202,11408,122
"G4200030401300","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"401300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003401300",,,"Census Tract 4013, Allegheny County, Pennsylvania",2791,2646,29,0,57,0,5,54,0,54,64375,832,"Census Tract 4013, Allegheny County, Pennsylvania",401,408,31,11,57,11,9,58,11,58,14132,208
"G4200030402000","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"402000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003402000",,,"Census Tract 4020, Allegheny County, Pennsylvania",3155,2908,215,0,18,0,0,14,0,14,40146,646,"Census Tract 4020, Allegheny County, Pennsylvania",17,148,146,11,28,11,11,20,11,20,13806,90
"G4200030403500","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"403500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003403500",,,"Census Tract 4035, Allegheny County, Pennsylvania",4397,3954,169,0,0,0,0,274,0,274,34929,650,"Census Tract 4035, Allegheny County, Pennsylvania",18,359,119,11,11,11,11,270,11,270,9281,70
"G4200030404000","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"404000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003404000",,,"Census Tract 4040, Allegheny County, Pennsylvania",1450,1388,16,0,0,0,0,46,0,46,60357,811,"Census Tract 4040, Allegheny County, Pennsylvania",158,158,16,11,11,11,11,33,11,33,15373,58
"G4200030405000","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"405000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003405000",,,"Census Tract 4050, Allegheny County, Pennsylvania",1149,1146,0,0,0,0,0,3,0,3,74545,771,"Census Tract 4050, Allegheny County, Pennsylvania",175,174,11,11,11,11,11,4,11,4,9717,23
"G4200030406000","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"406000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003406000",,,"Census Tract 4060, Allegheny County, Pennsylvania",2302,2217,0,4,0,5,4,72,34,38,65048,752,"Census Tract 4060, Allegheny County, Pennsylvania",310,302,11,8,11,8,6,68,44,51,11977,127
"G4200030407001","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"407001",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003407001",,,"Census Tract 4070.01, Allegheny County, Pennsylvania",5667,5626,4,0,37,0,0,0,0,0,74432,765,"Census Tract 4070.01, Allegheny County, Pennsylvania",590,590,5,15,61,15,15,15,15,15,10144,45
"G4200030407002","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"407002",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003407002",,,"Census Tract 4070.02, Allegheny County, Pennsylvania",6275,6100,60,0,15,0,0,100,35,65,76908,940,"Census Tract 4070.02, Allegheny County, Pennsylvania",588,587,45,15,25,15,15,94,55,75,18101,423
"G4200030408001","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"408001",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003408001",,,"Census Tract 4080.01, Allegheny County, Pennsylvania",5576,5363,17,0,186,0,0,10,0,10,109420,2097,"Census Tract 4080.01, Allegheny County, Pennsylvania",590,622,22,15,148,15,15,16,15,16,27366,584
"G4200030408002","2016-2020","PA",,,"Pennsylvania","42","Allegheny County","003",,,"408002",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003408002",,,"Census Tract 4080.02, Allegheny County, Pennsylvania",5834,5674,34,0,2,0,31,93,0,93,111273,1309,"Census Tract 4080.02, Allegheny County, Pennsylvania",589,608,42,15,6,15,48,87,15,87,21396,589
