GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,JOIE001,JS5E001,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010,JOIM001,JS5M001
"G4200030140400","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"140400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003140400",,,"Census Tract 1404, Allegheny County, Pennsylvania",2406,2222,97,0,87,0,0,0,0,0,127361,1043,"Census Tract 1404, Allegheny County, Pennsylvania",183,204,83,109,82,109,109,109,109,109,29589,149
"G4200030140500","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"140500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003140500",,,"Census Tract 1405, Allegheny County, Pennsylvania",2027,850,1086,0,26,0,15,50,0,50,36796,781,"Census Tract 1405, Allegheny County, Pennsylvania",226,198,214,109,39,109,24,62,109,62,4904,49
"G4200030140600","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"140600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003140600",,,"Census Tract 1406, Allegheny County, Pennsylvania",3225,2705,184,8,209,36,9,74,49,25,68828,733,"Census Tract 1406, Allegheny County, Pennsylvania",263,236,113,12,150,51,15,69,60,31,13186,68
"G4200030140800","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"140800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003140800",,,"Census Tract 1408, Allegheny County, Pennsylvania",4518,3912,24,20,470,0,30,62,0,62,61224,824,"Census Tract 1408, Allegheny County, Pennsylvania",380,388,28,33,208,109,47,52,109,52,9345,73
"G4200030141000","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"141000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003141000",,,"Census Tract 1410, Allegheny County, Pennsylvania",945,878,31,13,23,0,0,0,0,0,73958,810,"Census Tract 1410, Allegheny County, Pennsylvania",107,115,31,16,28,109,109,109,109,109,15965,293
"G4200030141100","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"141100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003141100",,,"Census Tract 1411, Allegheny County, Pennsylvania",1357,1273,24,0,16,22,22,0,0,0,70938,1017,"Census Tract 1411, Allegheny County, Pennsylvania",92,106,27,109,26,34,31,109,109,109,12735,614
"G4200030141300","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"141300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003141300",,,"Census Tract 1413, Allegheny County, Pennsylvania",4802,3921,118,0,636,0,11,116,0,116,46803,777,"Census Tract 1413, Allegheny County, Pennsylvania",379,405,60,109,164,109,19,102,109,102,6998,64
"G4200030141400","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"141400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003141400",,,"Census Tract 1414, Allegheny County, Pennsylvania",4631,4160,161,0,228,0,30,52,0,52,50543,737,"Census Tract 1414, Allegheny County, Pennsylvania",372,374,110,109,81,109,37,43,109,43,9090,67
"G4200030151600","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"151600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003151600",,,"Census Tract 1516, Allegheny County, Pennsylvania",2582,2248,249,9,39,0,0,37,0,37,42062,1070,"Census Tract 1516, Allegheny County, Pennsylvania",222,244,196,16,50,109,109,43,109,43,5535,73
"G4200030151700","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"151700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003151700",,,"Census Tract 1517, Allegheny County, Pennsylvania",4661,3893,284,0,427,0,0,57,0,57,46545,764,"Census Tract 1517, Allegheny County, Pennsylvania",343,381,138,109,206,109,109,43,109,43,5198,92
"G4200030160800","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"160800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003160800",,,"Census Tract 1608, Allegheny County, Pennsylvania",2634,2094,184,0,45,0,62,249,0,249,37679,847,"Census Tract 1608, Allegheny County, Pennsylvania",423,430,151,109,52,109,98,292,109,292,9707,97
"G4200030160900","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"160900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003160900",,,"Census Tract 1609, Allegheny County, Pennsylvania",2974,2762,38,0,104,0,0,70,0,70,40292,786,"Census Tract 1609, Allegheny County, Pennsylvania",316,291,36,109,77,109,109,68,109,68,4168,131
"G4200030170200","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"170200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003170200",,,"Census Tract 1702, Allegheny County, Pennsylvania",3764,3505,52,0,64,0,88,55,0,55,45455,673,"Census Tract 1702, Allegheny County, Pennsylvania",315,329,39,109,61,109,128,65,109,65,5289,67
"G4200030170600","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"170600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003170600",,,"Census Tract 1706, Allegheny County, Pennsylvania",2049,1915,58,0,0,0,9,67,24,43,28000,947,"Census Tract 1706, Allegheny County, Pennsylvania",310,294,81,109,109,109,14,69,33,66,8037,94
"G4200030180300","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"180300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003180300",,,"Census Tract 1803, Allegheny County, Pennsylvania",2239,1734,426,0,0,0,0,79,0,79,28000,608,"Census Tract 1803, Allegheny County, Pennsylvania",300,231,190,109,109,109,109,72,109,72,6140,288
"G4200030180700","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"180700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003180700",,,"Census Tract 1807, Allegheny County, Pennsylvania",2378,1950,320,0,0,0,0,108,0,108,43150,920,"Census Tract 1807, Allegheny County, Pennsylvania",405,472,292,109,109,109,109,149,109,149,11664,153
"G4200030190300","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"190300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003190300",,,"Census Tract 1903, Allegheny County, Pennsylvania",1950,1842,44,20,0,10,11,23,0,23,52566,740,"Census Tract 1903, Allegheny County, Pennsylvania",160,181,53,24,109,17,17,29,109,29,8468,175
"G4200030191100","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"191100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003191100",,,"Census Tract 1911, Allegheny County, Pennsylvania",2432,2226,102,0,22,0,9,73,0,73,52917,697,"Census Tract 1911, Allegheny County, Pennsylvania",238,278,143,109,26,109,14,96,109,96,10805,249
"G4200030191400","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"191400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003191400",,,"Census Tract 1914, Allegheny County, Pennsylvania",2812,2618,133,0,61,0,0,0,0,0,40184,665,"Census Tract 1914, Allegheny County, Pennsylvania",340,324,124,109,73,109,109,109,109,109,9777,123
"G4200030191500","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"191500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003191500",,,"Census Tract 1915, Allegheny County, Pennsylvania",2077,1972,56,0,0,0,0,49,0,49,31940,795,"Census Tract 1915, Allegheny County, Pennsylvania",189,195,70,109,109,109,109,62,109,62,4789,186
"G4200030191600","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"191600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003191600",,,"Census Tract 1916, Allegheny County, Pennsylvania",4198,3112,602,0,0,0,74,410,38,372,36085,683,"Census Tract 1916, Allegheny County, Pennsylvania",443,347,251,109,109,109,116,317,42,316,7016,39
"G4200030191700","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"191700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003191700",,,"Census Tract 1917, Allegheny County, Pennsylvania",3759,3278,94,0,240,0,0,147,0,147,40052,718,"Census Tract 1917, Allegheny County, Pennsylvania",253,362,87,109,217,109,109,127,109,127,8901,115
"G4200030191800","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"191800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003191800",,,"Census Tract 1918, Allegheny County, Pennsylvania",5420,5143,125,0,117,0,0,35,0,35,44563,741,"Census Tract 1918, Allegheny County, Pennsylvania",381,373,150,109,169,109,109,41,109,41,8721,55
"G4200030191900","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"191900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003191900",,,"Census Tract 1919, Allegheny County, Pennsylvania",2434,2358,60,4,0,0,0,12,0,12,48875,763,"Census Tract 1919, Allegheny County, Pennsylvania",251,256,77,7,109,109,109,20,109,20,14535,106
"G4200030192000","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"192000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003192000",,,"Census Tract 1920, Allegheny County, Pennsylvania",3417,2947,266,0,10,0,80,114,19,95,36563,594,"Census Tract 1920, Allegheny County, Pennsylvania",342,354,126,109,14,109,88,105,33,98,9000,48
"G4200030202200","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"202200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003202200",,,"Census Tract 2022, Allegheny County, Pennsylvania",2445,1713,583,0,126,0,23,0,0,0,43068,578,"Census Tract 2022, Allegheny County, Pennsylvania",231,216,294,109,109,109,34,109,109,109,16980,297
"G4200030202300","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"202300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003202300",,,"Census Tract 2023, Allegheny County, Pennsylvania",4558,4126,157,0,68,0,11,196,0,196,53518,778,"Census Tract 2023, Allegheny County, Pennsylvania",569,588,135,109,81,109,18,209,109,209,8595,29
"G4200030210700","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"210700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003210700",,,"Census Tract 2107, Allegheny County, Pennsylvania",2139,220,1853,0,9,0,0,57,0,57,31103,541,"Census Tract 2107, Allegheny County, Pennsylvania",426,127,403,109,14,109,109,54,109,54,7394,165
"G4200030220600","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"220600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003220600",,,"Census Tract 2206, Allegheny County, Pennsylvania",1580,940,617,0,15,0,0,8,0,8,31810,505,"Census Tract 2206, Allegheny County, Pennsylvania",235,149,190,109,19,109,109,13,109,13,8654,261
"G4200030240600","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"240600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003240600",,,"Census Tract 2406, Allegheny County, Pennsylvania",2637,2365,198,0,0,0,0,74,12,62,32447,766,"Census Tract 2406, Allegheny County, Pennsylvania",447,409,151,109,109,109,109,81,18,79,9625,196
"G4200030241200","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"241200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003241200",,,"Census Tract 2412, Allegheny County, Pennsylvania",1100,865,235,0,0,0,0,0,0,0,44135,346,"Census Tract 2412, Allegheny County, Pennsylvania",182,182,117,109,109,109,109,109,109,109,14387,382
"G4200030250300","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"250300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003250300",,,"Census Tract 2503, Allegheny County, Pennsylvania",1280,518,666,0,0,0,8,88,0,88,47829,578,"Census Tract 2503, Allegheny County, Pennsylvania",178,170,164,109,109,109,13,93,109,93,35513,27
"G4200030250700","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"250700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003250700",,,"Census Tract 2507, Allegheny County, Pennsylvania",894,257,535,0,49,0,0,53,0,53,21694,342,"Census Tract 2507, Allegheny County, Pennsylvania",298,147,338,109,45,109,109,55,109,55,30732,519
"G4200030250900","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"250900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003250900",,,"Census Tract 2509, Allegheny County, Pennsylvania",1265,440,820,0,5,0,0,0,0,0,28913,246,"Census Tract 2509, Allegheny County, Pennsylvania",201,120,218,109,77,109,109,109,109,109,9785,155
"G4200030260200","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"260200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003260200",,,"Census Tract 2602, Allegheny County, Pennsylvania",2500,1300,1166,0,19,0,0,15,0,15,55182,848,"Census Tract 2602, Allegheny County, Pennsylvania",288,306,417,109,23,109,109,25,109,25,18742,65
"G4200030260700","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"260700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003260700",,,"Census Tract 2607, Allegheny County, Pennsylvania",2087,997,1003,0,26,0,0,61,0,61,42411,761,"Census Tract 2607, Allegheny County, Pennsylvania",460,152,463,109,34,109,109,58,109,58,15410,62
"G4200030260900","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"260900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003260900",,,"Census Tract 2609, Allegheny County, Pennsylvania",1480,100,1302,0,0,0,0,78,0,78,13684,274,"Census Tract 2609, Allegheny County, Pennsylvania",413,121,408,109,109,109,109,99,109,99,7226,155
"G4200030261200","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"261200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003261200",,,"Census Tract 2612, Allegheny County, Pennsylvania",1157,1030,113,0,0,0,0,14,0,14,43833,744,"Census Tract 2612, Allegheny County, Pennsylvania",97,146,89,109,109,109,109,22,109,22,8779,118
"G4200030261400","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"261400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003261400",,,"Census Tract 2614, Allegheny County, Pennsylvania",2109,692,1371,0,0,0,0,46,13,33,22155,699,"Census Tract 2614, Allegheny County, Pennsylvania",370,344,287,109,109,109,109,61,18,56,8035,252
"G4200030261500","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"261500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003261500",,,"Census Tract 2615, Allegheny County, Pennsylvania",1892,612,1126,0,0,0,0,154,0,154,42404,609,"Census Tract 2615, Allegheny County, Pennsylvania",229,204,187,109,109,109,109,125,109,125,7751,244
"G4200030262000","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"262000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003262000",,,"Census Tract 2620, Allegheny County, Pennsylvania",2484,1836,648,0,0,0,0,0,0,0,22389,323,"Census Tract 2620, Allegheny County, Pennsylvania",377,298,228,109,109,109,109,109,109,109,5271,132
"G4200030270100","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"270100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003270100",,,"Census Tract 2701, Allegheny County, Pennsylvania",2923,2332,591,0,0,0,0,0,0,0,49808,846,"Census Tract 2701, Allegheny County, Pennsylvania",364,239,314,109,109,109,109,109,109,109,13265,42
"G4200030270300","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"270300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003270300",,,"Census Tract 2703, Allegheny County, Pennsylvania",2399,1440,836,0,34,0,0,89,0,89,23400,447,"Census Tract 2703, Allegheny County, Pennsylvania",392,194,430,109,37,109,109,89,109,89,10749,182
"G4200030270400","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"270400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003270400",,,"Census Tract 2704, Allegheny County, Pennsylvania",1098,597,426,0,0,0,67,8,0,8,34472,717,"Census Tract 2704, Allegheny County, Pennsylvania",157,97,137,109,109,109,94,32,109,32,8622,81
"G4200030270800","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"270800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003270800",,,"Census Tract 2708, Allegheny County, Pennsylvania",2920,2480,417,0,23,0,0,0,0,0,52796,659,"Census Tract 2708, Allegheny County, Pennsylvania",314,203,242,109,29,109,109,109,109,109,9209,98
"G4200030271500","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"271500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003271500",,,"Census Tract 2715, Allegheny County, Pennsylvania",3599,1954,1375,8,0,0,70,192,0,192,32646,723,"Census Tract 2715, Allegheny County, Pennsylvania",451,315,408,11,109,109,109,149,109,149,6917,235
"G4200030281400","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"281400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003281400",,,"Census Tract 2814, Allegheny County, Pennsylvania",1989,1214,733,17,0,0,0,25,0,25,28279,572,"Census Tract 2814, Allegheny County, Pennsylvania",272,160,257,29,109,109,109,32,109,32,3320,269
"G4200030281500","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"281500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003281500",,,"Census Tract 2815, Allegheny County, Pennsylvania",1553,1444,94,0,0,0,0,15,0,15,41389,839,"Census Tract 2815, Allegheny County, Pennsylvania",225,242,110,109,109,109,109,26,109,26,11419,284
"G4200030290100","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"290100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003290100",,,"Census Tract 2901, Allegheny County, Pennsylvania",2107,1851,148,0,108,0,0,0,0,0,32500,529,"Census Tract 2901, Allegheny County, Pennsylvania",301,263,133,109,173,109,109,109,109,109,10700,92
"G4200030290200","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"290200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003290200",,,"Census Tract 2902, Allegheny County, Pennsylvania",3971,3442,201,0,55,0,9,264,17,247,32319,675,"Census Tract 2902, Allegheny County, Pennsylvania",321,352,135,109,52,109,14,169,30,166,4445,59
"G4200030290400","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"290400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003290400",,,"Census Tract 2904, Allegheny County, Pennsylvania",4577,4003,400,0,7,0,0,167,0,167,37872,572,"Census Tract 2904, Allegheny County, Pennsylvania",471,369,213,109,12,109,109,175,109,175,8847,36
"G4200030300100","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"300100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003300100",,,"Census Tract 3001, Allegheny County, Pennsylvania",3871,1559,1927,0,150,0,19,216,122,94,25693,761,"Census Tract 3001, Allegheny County, Pennsylvania",558,276,567,109,111,109,27,153,147,68,3816,84
"G4200030310200","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"310200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003310200",,,"Census Tract 3102, Allegheny County, Pennsylvania",3431,3174,53,0,37,0,25,142,0,142,43600,743,"Census Tract 3102, Allegheny County, Pennsylvania",343,242,65,109,59,109,41,166,109,166,6855,112
"G4200030310300","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"310300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003310300",,,"Census Tract 3103, Allegheny County, Pennsylvania",1078,987,91,0,0,0,0,0,0,0,82000,.,"Census Tract 3103, Allegheny County, Pennsylvania",148,151,100,109,109,109,109,109,109,109,19889,.
"G4200030320400","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"320400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003320400",,,"Census Tract 3204, Allegheny County, Pennsylvania",2100,1959,91,0,0,0,13,37,0,37,47026,593,"Census Tract 3204, Allegheny County, Pennsylvania",142,178,122,109,109,109,21,45,109,45,11655,375
"G4200030320600","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"320600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003320600",,,"Census Tract 3206, Allegheny County, Pennsylvania",2354,2054,216,0,0,0,12,72,0,72,57925,779,"Census Tract 3206, Allegheny County, Pennsylvania",181,246,158,109,109,109,19,96,109,96,4436,42
"G4200030320700","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"320700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003320700",,,"Census Tract 3207, Allegheny County, Pennsylvania",1891,1891,0,0,0,0,0,0,0,0,51042,1125,"Census Tract 3207, Allegheny County, Pennsylvania",201,201,109,109,109,109,109,109,109,109,13903,783
"G4200030401100","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"401100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003401100",,,"Census Tract 4011, Allegheny County, Pennsylvania",4715,4539,45,0,27,0,0,104,0,104,42614,658,"Census Tract 4011, Allegheny County, Pennsylvania",272,269,48,109,29,109,109,109,109,109,10465,67
"G4200030401200","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"401200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003401200",,,"Census Tract 4012, Allegheny County, Pennsylvania",3271,2602,576,7,20,0,0,66,0,66,27021,484,"Census Tract 4012, Allegheny County, Pennsylvania",350,395,322,10,32,109,109,54,109,54,10876,90
"G4200030401300","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"401300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003401300",,,"Census Tract 4013, Allegheny County, Pennsylvania",2491,2418,44,14,15,0,0,0,0,0,47857,837,"Census Tract 4013, Allegheny County, Pennsylvania",219,220,66,22,23,109,109,109,109,109,5730,54
"G4200030402000","2006-2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,"402000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42003402000",,,"Census Tract 4020, Allegheny County, Pennsylvania",3274,3101,49,0,29,0,64,31,0,31,39949,658,"Census Tract 4020, Allegheny County, Pennsylvania",39,144,46,109,47,109,77,45,109,45,7071,140
